  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
1372 20210228 184317.666 63.93257 -22.18804  6.597  3.98  3.52
1373 20210228 190137.191 63.92434 -22.18765  5.035  4.68  4.24
1374 20210228 191101.534 63.93189 -22.18722  5.584  1.80  1.37
1375 20210228 191122.699 63.93766 -22.08473  2.521  1.58  1.14
1376 20210228 191928.275 63.93282 -22.08278  3.659  1.79  1.23
1377 20210228 191951.293 63.93673 -22.19161  6.586  2.53  2.32
1378 20210228 192350.163 63.92910 -22.18891  6.574  2.02  1.70
1379 20210228 192451.628 63.94323 -22.17542  2.616  1.88  1.84
1380 20210228 192907.562 63.93134 -22.19032  5.352  2.43  2.00
1381 20210228 193054.057 63.94623 -22.08386  3.589  1.92  1.67
1382 20210228 193720.627 63.93502 -22.18797  4.982  2.84  2.37
1383 20210228 194927.388 63.92447 -22.06380  5.274  1.78  1.12
1384 20210228 195035.192 63.93202 -22.08064  3.223  3.31  3.35
1385 20210228 195037.977 63.93983 -22.08867  1.379  3.14  3.41
1386 20210228 195125.877 63.92909 -22.08565  4.736  2.45  2.41
1387 20210228 195307.232 63.93024 -22.07836  2.561  3.12  2.92
1388 20210228 195401.961 63.92547 -22.19600  7.026  2.41  2.12
1389 20210228 195539.551 63.86808 -22.45790  2.747  1.30  0.64
1390 20210228 195633.152 63.93044 -22.18714  7.180  1.86  1.75
1391 20210228 200034.538 63.92913 -22.20024  5.274  2.40  2.06
1392 20210228 200546.599 63.93093 -22.08603  3.516  1.54  1.42
1393 20210228 200810.750 63.92096 -22.07774  3.887  1.65  1.69
1394 20210228 201328.811 63.93521 -22.08181  3.171  2.14  1.83
1395 20210228 201714.120 63.92997 -22.20197  4.252  1.90  1.70
1396 20210228 201910.896 63.92937 -22.07790  3.521  3.08  2.98
1397 20210228 202251.039 63.92015 -22.07135  5.027  1.51  1.39
1398 20210228 202700.805 63.93717 -22.08304  4.388  2.89  2.48
1399 20210228 203031.628 63.93359 -22.20013  6.334  2.07  1.67
1400 20210228 203126.105 63.92966 -22.09060  2.886  1.73  1.55
1401 20210228 203432.179 63.93946 -22.08593  2.197  1.72  1.27
1402 20210228 204511.606 63.91430 -22.20373  7.823  2.14  1.82
1403 20210228 204554.335 63.93169 -22.19455  5.726  2.15  1.78
1404 20210228 204655.188 63.93018 -22.19379  7.060  2.56  2.13
1405 20210228 204755.406 63.93013 -22.19438  7.120  1.53  1.58
1406 20210228 204827.712 63.93232 -22.20307  6.905  1.64  1.55
1407 20210228 204852.348 63.94233 -22.08787  4.325  2.50  2.06
1408 20210228 205031.306 63.93318 -22.20020  6.768  2.22  2.03
1409 20210228 205248.090 63.87619 -22.47032  4.259  2.10  1.41
1410 20210228 205345.221 63.93977 -22.09235  3.195  1.82  1.59
1411 20210228 205421.113 63.92163 -22.20240  5.407  2.03  1.90
1412 20210228 205521.802 63.93927 -22.17746  4.110  2.40  1.97
1413 20210228 205729.660 63.93114 -22.20478  7.446  2.00  1.64
1414 20210228 211757.406 63.93363 -22.19046  6.642  3.08  2.95
1415 20210228 213556.510 63.93430 -22.19124  6.918  3.84  3.77
1416 20210228 213845.091 63.92945 -22.19235  6.689  1.70  1.52
1417 20210228 213953.918 63.94266 -22.05460  3.896  2.16  2.17
1418 20210228 214019.207 63.93963 -22.04865  1.528  2.19  1.74
1419 20210228 214042.813 63.94669 -22.06215  2.812  2.15  1.74
1420 20210228 214135.109 63.93157 -22.18213  6.552  1.68  1.36
1421 20210228 214546.858 63.92701 -22.19996  5.634  1.87  1.46
1422 20210228 214743.392 64.54234 -20.77826  2.738  1.97  2.07
1423 20210228 214824.003 63.93589 -22.19252  5.528  2.71  2.60
1424 20210228 214953.783 63.93269 -22.07007  4.006  1.94  1.95
1425 20210228 215731.438 63.93344 -22.19644  5.836  2.02  1.80
1426 20210228 215900.559 63.93466 -22.13876  0.412  1.82  1.59
1427 20210228 220041.523 63.87715 -22.30469  0.135  1.16  1.85
1428 20210228 220043.298 63.93909 -22.20980  8.092  1.78  1.74
1429 20210228 220322.082 63.93264 -22.19031  6.973  1.72  1.64
1430 20210228 230319.882 63.93504 -22.19046  6.870  2.84  2.56
1431 20210228 230356.334 63.92678 -22.07077  4.579 -9.99  1.90
1432 20210228 231608.373 63.93509 -22.19147  6.606  3.07  2.84
1433 20210228 232134.032 63.93163 -22.21266  5.426  3.04  3.22
1434 20210228 235023.039 63.91494 -22.18193  9.190  1.14  0.96
1435 20210228 235049.178 63.92494 -22.19624  6.638  1.16  0.71
1436 20210228 235117.919 63.91634 -22.18912  6.942  1.34  0.75
1437 20210228 235155.780 63.93990 -22.19150  5.384  2.19  1.78
1438 20210228 235317.920 63.87588 -22.27584  5.644  1.56  1.42
1439 20210228 235533.164 63.93254 -22.18982  1.201  0.80  0.49
1440 20210228 235559.073 63.93468 -22.08012  2.307  1.53  1.43
1441 20210228 235634.790 63.92332 -22.20653  0.042  1.82  1.56
1442 20210228 235719.402 63.89804 -22.23448  5.847  0.72  0.18
1443 20210228 235748.454 63.92884 -22.19057  0.316  1.12  0.72
1444 20210228 235829.107 63.92922 -22.19988  5.218  2.17  1.94
